date,activity
2019-01-01 00:30:00,40.36348829407622
2019-01-01 00:31:00,41.063586264407554
2019-01-01 00:32:00,39.56129394571315
2019-01-01 00:33:00,41.11868289008739
2019-01-01 00:34:00,41.38031340707509
2019-01-01 00:35:00,40.12741516433724
2019-01-01 00:36:00,40.013807516712575
2019-01-01 00:37:00,41.28495807228236
2019-01-01 00:38:00,40.83129772796157
2019-01-01 00:39:00,41.150791839303736
2019-01-01 00:40:00,40.72584125110659
2019-01-01 00:41:00,43.85929064562701
2019-01-01 00:42:00,43.81239938630975
2019-01-01 00:43:00,42.53973735205288
2019-01-01 00:44:00,41.33767053915082
2019-01-01 00:45:00,40.905899776301155
2019-01-01 00:46:00,41.362267573957894
2019-01-01 00:47:00,40.78334629048471
2019-01-01 00:48:00,41.42052951166638
2019-01-01 00:49:00,40.906873051572845
2019-01-01 00:50:00,41.34076057162519
2019-01-01 00:51:00,41.97541129042289
2019-01-01 00:52:00,40.71847543517963
2019-01-01 00:53:00,41.43066401834508
2019-01-01 00:54:00,41.47490943474925
2019-01-01 00:55:00,40.85739509429861
2019-01-01 00:56:00,41.23479699410405
2019-01-01 00:57:00,42.32899563598941
2019-01-01 00:58:00,41.713439894033996
2019-01-01 00:59:00,41.437242288513566
2019-01-01 01:00:00,40.87198379787004
2019-01-01 01:01:00,41.37817650173057
2019-01-01 01:02:00,41.86081475274025
2019-01-01 01:03:00,40.44464342386711
2019-01-01 01:04:00,40.113650277660845
2019-01-01 01:05:00,41.10548786081499
2019-01-01 01:06:00,41.93774448949372
2019-01-01 01:07:00,41.69685627545801
2019-01-01 01:08:00,40.4026226882082
2019-01-01 01:09:00,40.949605224084436
2019-01-01 01:10:00,41.61968587041638
2019-01-01 01:11:00,41.024586552550865
2019-01-01 01:12:00,41.81215594314775
2019-01-01 01:13:00,41.16239604415813
2019-01-01 01:14:00,40.32913998639269
2019-01-01 01:15:00,41.70703139047285
2019-01-01 01:16:00,41.47708019028368
2019-01-01 01:17:00,40.646685068610765
2019-01-01 01:18:00,40.38810156687917
2019-01-01 01:19:00,40.788884098593925
2019-01-01 01:20:00,41.75306457158515
2019-01-01 01:21:00,40.595592012192704
2019-01-01 01:22:00,41.65972095164574
2019-01-01 01:23:00,41.610853316429456
2019-01-01 01:24:00,41.06254712770856
2019-01-01 01:25:00,40.710857486652294
2019-01-01 01:26:00,41.40566610801389
2019-01-01 01:27:00,42.700179710948056
2019-01-01 01:28:00,41.73309828646009
2019-01-01 01:29:00,41.38008525072255
2019-01-01 01:30:00,41.54433193120794
2019-01-01 01:31:00,41.78810916118706
2019-01-01 01:32:00,40.81443018685779
2019-01-01 01:33:00,41.304290409070475
2019-01-01 01:34:00,39.055372503571334
2019-01-01 01:35:00,39.594739919672016
2019-01-01 01:36:00,38.88764122296934
2019-01-01 01:37:00,38.875310335395845
2019-01-01 01:38:00,41.63563732753284
2019-01-01 01:39:00,38.49073944567893
2019-01-01 01:40:00,40.16272765240653
2019-01-01 01:41:00,39.90135599432566
2019-01-01 01:42:00,41.614003189800265
2019-01-01 01:43:00,41.133591633896714
2019-01-01 01:44:00,43.09632622417457
2019-01-01 01:45:00,40.6403450870253
2019-01-01 01:46:00,40.98251984506877
2019-01-01 01:47:00,42.42285543124147
2019-01-01 01:48:00,41.99321114939772
2019-01-01 01:49:00,40.814783967251984
2019-01-01 01:50:00,40.2462783168569
2019-01-01 01:51:00,41.74601221505728
2019-01-01 01:52:00,41.06288829560185
2019-01-01 01:53:00,42.125020582105094
2019-01-01 01:54:00,41.045949430064745
2019-01-01 01:55:00,41.16535987194662
2019-01-01 01:56:00,41.68194754265338
2019-01-01 01:57:00,42.42146429191085
2019-01-01 01:58:00,41.78103367561332
2019-01-01 01:59:00,41.86806285666877
2019-01-01 02:00:00,41.42979131920653
2019-01-01 02:01:00,40.87442859903429
2019-01-01 02:02:00,41.584464219903836
2019-01-01 02:03:00,40.7932881314495
2019-01-01 02:04:00,40.9792576847738
2019-01-01 02:05:00,41.1308845686255
2019-01-01 02:06:00,40.34900351061215
2019-01-01 02:07:00,41.16135979837212
2019-01-01 02:08:00,40.964269127672694
2019-01-01 02:09:00,42.44736678524474
2019-01-01 02:10:00,41.766110502026244
2019-01-01 02:11:00,41.190916259115625
2019-01-01 02:12:00,40.78351903603554
2019-01-01 02:13:00,41.37021665515064
2019-01-01 02:14:00,41.05843969002231
2019-01-01 02:15:00,41.22030392651863
2019-01-01 02:16:00,40.680240070644004
2019-01-01 02:17:00,41.00249854401425
2019-01-01 02:18:00,40.59893685488139
2019-01-01 02:19:00,41.63044372121609
2019-01-01 02:20:00,40.1867350478556
2019-01-01 02:21:00,40.73108422601842
2019-01-01 02:22:00,40.79679030826319
2019-01-01 02:23:00,40.36439102553256
2019-01-01 02:24:00,39.56244003300885
2019-01-01 02:25:00,40.431546130990235
2019-01-01 02:26:00,40.46419564775937
2019-01-01 02:27:00,40.15948404622261
2019-01-01 02:28:00,39.61753096547538
2019-01-01 02:29:00,40.512018100277245
2019-01-01 02:30:00,40.65772882096702
2019-01-01 02:31:00,39.89279249773512
2019-01-01 02:32:00,39.38492436932145
2019-01-01 02:33:00,39.31316950674616
2019-01-01 02:34:00,40.33967016490901
2019-01-01 02:35:00,41.027182983937344
2019-01-01 02:36:00,42.09926303314077
2019-01-01 02:37:00,40.56420138176588
2019-01-01 02:38:00,41.537408870383715
2019-01-01 02:39:00,42.007518871983805
2019-01-01 02:40:00,41.33908437667552
2019-01-01 02:41:00,42.85625443856678
2019-01-01 02:42:00,43.0796887750752
2019-01-01 02:43:00,42.2386283823129
2019-01-01 02:44:00,42.26017169642823
2019-01-01 02:45:00,42.521083656070985
2019-01-01 02:46:00,42.4891978189312
2019-01-01 02:47:00,40.14816720399816
2019-01-01 02:48:00,42.49647298445865
2019-01-01 02:49:00,42.455008351320565
2019-01-01 02:50:00,42.56918158135399
2019-01-01 02:51:00,42.370600486390735
2019-01-01 02:52:00,40.6959730629907
2019-01-01 02:53:00,41.71479607625706
2019-01-01 02:54:00,42.09549858000796
2019-01-01 02:55:00,42.5111981046559
2019-01-01 02:56:00,41.38698040816187
2019-01-01 02:57:00,41.223375914012294
2019-01-01 02:58:00,42.74091207024391
2019-01-01 02:59:00,39.73462347834228
2019-01-01 03:00:00,40.901318025089786
2019-01-01 03:01:00,41.22138355749014
2019-01-01 03:02:00,41.6362655005987
2019-01-01 03:03:00,41.09848083691463
2019-01-01 03:04:00,41.458939381175796
2019-01-01 03:05:00,40.53785220893844
2019-01-01 03:06:00,41.23461681887189
2019-01-01 03:07:00,41.77693655337529
2019-01-01 03:08:00,40.66746952237388
2019-01-01 03:09:00,40.61202792939115
2019-01-01 03:10:00,39.76119111370865
2019-01-01 03:11:00,41.05281149403824
2019-01-01 03:12:00,40.794403391050125
2019-01-01 03:13:00,40.91246834289894
