date,activity
2019-01-01 00:30:00,40.61580361310321
2019-01-01 00:31:00,40.53274926128805
2019-01-01 00:32:00,40.4373365856496
2019-01-01 00:33:00,40.67031469246169
2019-01-01 00:34:00,40.4206219876418
2019-01-01 00:35:00,39.309354824158405
2019-01-01 00:36:00,39.794628469865884
2019-01-01 00:37:00,38.785129453890924
2019-01-01 00:38:00,38.81060203351133
2019-01-01 00:39:00,39.99391752389231
2019-01-01 00:40:00,39.64983426488121
2019-01-01 00:41:00,40.50456217568143
2019-01-01 00:42:00,39.245285899575386
2019-01-01 00:43:00,40.61835330893006
2019-01-01 00:44:00,40.4387565361186
2019-01-01 00:45:00,40.65845451456235
2019-01-01 00:46:00,39.877936582257504
2019-01-01 00:47:00,39.20868368191669
2019-01-01 00:48:00,38.85958107349255
2019-01-01 00:49:00,39.361893017998845
2019-01-01 00:50:00,39.2213046875916
2019-01-01 00:51:00,39.78451455221755
2019-01-01 00:52:00,39.39053894871841
2019-01-01 00:53:00,39.80380214449186
2019-01-01 00:54:00,38.94489765498618
2019-01-01 00:55:00,39.59004884046465
2019-01-01 00:56:00,38.17903165610883
2019-01-01 00:57:00,38.102434927431496
2019-01-01 00:58:00,38.81837587746713
2019-01-01 00:59:00,38.37796372442831
2019-01-01 01:00:00,39.49723051863794
2019-01-01 01:01:00,38.95719928774383
2019-01-01 01:02:00,37.72948225577186
2019-01-01 01:03:00,39.50625501486866
2019-01-01 01:04:00,38.89548517242456
2019-01-01 01:05:00,39.140517609339994
2019-01-01 01:06:00,38.39825809548566
2019-01-01 01:07:00,39.06034344960899
2019-01-01 01:08:00,39.148395972881545
2019-01-01 01:09:00,38.948932564941714
2019-01-01 01:10:00,39.09307629658592
2019-01-01 01:11:00,39.394648249807084
2019-01-01 01:12:00,38.417194698532214
2019-01-01 01:13:00,39.825663154815246
2019-01-01 01:14:00,39.484654119749585
2019-01-01 01:15:00,39.068170422062536
2019-01-01 01:16:00,38.19618056585368
2019-01-01 01:17:00,38.97591055560622
2019-01-01 01:18:00,37.891799904202344
2019-01-01 01:19:00,38.72464534954278
2019-01-01 01:20:00,38.498554769333936
2019-01-01 01:21:00,39.419904894343894
2019-01-01 01:22:00,39.319601953856704
2019-01-01 01:23:00,39.14468781777237
2019-01-01 01:24:00,39.3193723176455
2019-01-01 01:25:00,39.38297785866583
2019-01-01 01:26:00,40.05835605079045
2019-01-01 01:27:00,38.92517608019174
2019-01-01 01:28:00,38.69614009950995
2019-01-01 01:29:00,39.600949535522346
2019-01-01 01:30:00,38.46315242333117
2019-01-01 01:31:00,38.55116731404841
2019-01-01 01:32:00,38.56629554001016
2019-01-01 01:33:00,39.23187753794518
2019-01-01 01:34:00,38.86038394935057
2019-01-01 01:35:00,38.173540433931855
2019-01-01 01:36:00,38.56379817528641
2019-01-01 01:37:00,37.67888759123747
2019-01-01 01:38:00,37.86609198643099
2019-01-01 01:39:00,37.87847426498574
2019-01-01 01:40:00,38.5380142951317
2019-01-01 01:41:00,39.33041246503488
2019-01-01 01:42:00,39.09469381168864
2019-01-01 01:43:00,38.57969576521158
2019-01-01 01:44:00,37.65930815859223
2019-01-01 01:45:00,39.268209223454434
2019-01-01 01:46:00,39.26556186015892
2019-01-01 01:47:00,38.70075746326172
2019-01-01 01:48:00,38.21523348519971
2019-01-01 01:49:00,38.1681680276659
2019-01-01 01:50:00,38.37741881143636
2019-01-01 01:51:00,39.23946394318642
2019-01-01 01:52:00,38.401365957164835
